parentid,childid,date,sym,time,price,size
V005,V005_5,2020/12/15,000001.SZSE,9:34:27,18.54,26900
V005,V005_6,2020/12/15,000001.SZSE,9:35:21,18.46,5700
V005,V005_7,2020/12/15,000001.SZSE,9:36:33,18.4899,3600
V005,V005_8,2020/12/15,000001.SZSE,9:38:00,18.4899,9900
V005,V005_9,2020/12/15,000001.SZSE,9:39:48,18.39,31100
V005,V005_10,2020/12/15,000001.SZSE,9:42:33,18.3499,8100
V005,V005_11,2020/12/15,000001.SZSE,9:42:51,18.3299,7500
V005,V005_12,2020/12/15,000001.SZSE,9:44:09,18.3299,5100
V005,V005_13,2020/12/15,000001.SZSE,9:44:30,18.36,5400
V005,V005_14,2020/12/15,000001.SZSE,9:45:12,18.3499,57300
V005,V005_15,2020/12/15,000001.SZSE,9:47:09,18.3299,12700
V005,V005_16,2020/12/15,000001.SZSE,9:47:57,18.4399,12200
V005,V005_17,2020/12/15,000001.SZSE,9:48:21,18.4,5900
V005,V005_18,2020/12/15,000001.SZSE,9:50:12,18.3499,19700
V005,V005_19,2020/12/15,000001.SZSE,9:50:24,18.3499,1700
V005,V005_20,2020/12/15,000001.SZSE,9:51:06,18.2799,122700
V005,V005_21,2020/12/15,000001.SZSE,9:52:27,18.3,15400
V005,V005_22,2020/12/15,000001.SZSE,9:54:36,18.3299,3300
V005,V005_23,2020/12/15,000001.SZSE,9:55:51,18.32,200
V005,V005_24,2020/12/15,000001.SZSE,9:56:03,18.32,8200
V005,V005_25,2020/12/15,000001.SZSE,9:56:09,18.32,1500
V005,V005_26,2020/12/15,000001.SZSE,9:57:12,18.31,1000
V005,V005_27,2020/12/15,000001.SZSE,9:59:33,18.32,2400
V005,V005_28,2020/12/15,000001.SZSE,10:00:21,18.29,2100
V005,V005_29,2020/12/15,000001.SZSE,10:01:09,18.2799,11600
V005,V005_30,2020/12/15,000001.SZSE,10:03:30,18.2599,23900
V005,V005_31,2020/12/15,000001.SZSE,10:03:51,18.25,48800
V005,V005_32,2020/12/15,000001.SZSE,10:04:21,18.18,7100
V005,V005_33,2020/12/15,000001.SZSE,10:05:15,18.1699,4500
V005,V005_34,2020/12/15,000001.SZSE,10:05:45,18.21,9900
V005,V005_35,2020/12/15,000001.SZSE,10:07:06,18.23,2900
V005,V005_36,2020/12/15,000001.SZSE,10:07:09,18.22,3900
V005,V005_37,2020/12/15,000001.SZSE,10:07:21,18.22,1800
V005,V005_38,2020/12/15,000001.SZSE,10:11:45,18.1899,5000
V005,V005_39,2020/12/15,000001.SZSE,10:12:06,18.16,4300
V005,V005_40,2020/12/15,000001.SZSE,10:13:09,18.22,1100
V005,V005_41,2020/12/15,000001.SZSE,10:13:15,18.25,46200
V005,V005_42,2020/12/15,000001.SZSE,10:17:27,18.32,1000
V005,V005_43,2020/12/15,000001.SZSE,10:17:39,18.34,19500
V005,V005_44,2020/12/15,000001.SZSE,10:20:00,18.3299,13000
V005,V005_45,2020/12/15,000001.SZSE,10:22:24,18.29,2200
V005,V005_46,2020/12/15,000001.SZSE,10:22:33,18.31,8700
V005,V005_47,2020/12/15,000001.SZSE,10:23:09,18.3299,700
V005,V005_48,2020/12/15,000001.SZSE,10:23:45,18.3699,14500
V005,V005_49,2020/12/15,000001.SZSE,10:24:57,18.38,100
V005,V005_50,2020/12/15,000001.SZSE,10:25:18,18.4,36800
V005,V005_51,2020/12/15,000001.SZSE,10:25:33,18.4,2700
V005,V005_52,2020/12/15,000001.SZSE,10:26:42,18.3499,2200
V005,V005_53,2020/12/15,000001.SZSE,10:28:27,18.38,100
V005,V005_54,2020/12/15,000001.SZSE,10:30:42,18.4,7800
V005,V005_55,2020/12/15,000001.SZSE,10:34:24,18.47,800
V005,V005_56,2020/12/15,000001.SZSE,10:38:12,18.46,3000
V005,V005_57,2020/12/15,000001.SZSE,10:40:51,18.4899,13100
V005,V005_58,2020/12/15,000001.SZSE,10:41:36,18.48,6100
V005,V005_59,2020/12/15,000001.SZSE,10:42:00,18.46,1200
V005,V005_60,2020/12/15,000001.SZSE,10:44:09,18.46,12500
V005,V005_61,2020/12/15,000001.SZSE,10:48:48,18.41,8900
V005,V005_62,2020/12/15,000001.SZSE,10:49:21,18.4199,4000
V005,V005_63,2020/12/15,000001.SZSE,10:51:30,18.38,2200
V005,V005_64,2020/12/15,000001.SZSE,10:52:36,18.3499,400
V005,V005_65,2020/12/15,000001.SZSE,10:53:42,18.34,4900
V005,V005_66,2020/12/15,000001.SZSE,10:55:18,18.3499,4100
V005,V005_67,2020/12/15,000001.SZSE,10:56:18,18.3699,1200
V005,V005_68,2020/12/15,000001.SZSE,11:00:00,18.39,300
V005,V005_69,2020/12/15,000001.SZSE,11:00:27,18.36,1400
V005,V005_70,2020/12/15,000001.SZSE,11:00:33,18.3699,11200
V005,V005_71,2020/12/15,000001.SZSE,11:00:51,18.34,700
V005,V005_72,2020/12/15,000001.SZSE,11:01:06,18.3299,12300
V005,V005_73,2020/12/15,000001.SZSE,11:01:57,18.3699,1300
V005,V005_74,2020/12/15,000001.SZSE,11:03:06,18.3499,5600
V005,V005_75,2020/12/15,000001.SZSE,11:03:45,18.3299,1000
V005,V005_76,2020/12/15,000001.SZSE,11:07:12,18.31,100
V005,V005_77,2020/12/15,000001.SZSE,11:09:33,18.39,10700
V005,V005_78,2020/12/15,000001.SZSE,11:10:12,18.39,1900
V005,V005_79,2020/12/15,000001.SZSE,11:11:42,18.41,700
V005,V005_80,2020/12/15,000001.SZSE,11:12:33,18.43,800
V005,V005_81,2020/12/15,000001.SZSE,11:13:15,18.4399,4800
V005,V005_82,2020/12/15,000001.SZSE,11:13:36,18.4399,1800
V005,V005_83,2020/12/15,000001.SZSE,11:13:42,18.43,1400
V005,V005_84,2020/12/15,000001.SZSE,11:14:03,18.4399,4400
V005,V005_85,2020/12/15,000001.SZSE,11:14:15,18.4399,700
V005,V005_86,2020/12/15,000001.SZSE,11:15:36,18.4399,10500
V005,V005_87,2020/12/15,000001.SZSE,11:15:48,18.4399,2700
V005,V005_88,2020/12/15,000001.SZSE,11:16:24,18.43,2500
V005,V005_89,2020/12/15,000001.SZSE,11:17:27,18.45,4100
V005,V005_90,2020/12/15,000001.SZSE,11:18:24,18.43,700
V005,V005_91,2020/12/15,000001.SZSE,11:20:36,18.4,9800
V005,V005_92,2020/12/15,000001.SZSE,11:21:45,18.39,200
V005,V005_93,2020/12/15,000001.SZSE,11:25:27,18.3699,1300
V005,V005_94,2020/12/15,000001.SZSE,11:25:51,18.3699,400
V005,V005_95,2020/12/15,000001.SZSE,11:29:00,18.43,200
V005,V005_96,2020/12/15,000001.SZSE,13:00:03,18.41,59700
V005,V005_97,2020/12/15,000001.SZSE,13:00:57,18.43,800
V005,V005_98,2020/12/15,000001.SZSE,13:01:06,18.43,900
V005,V005_99,2020/12/15,000001.SZSE,13:01:12,18.4399,5800
V005,V005_100,2020/12/15,000001.SZSE,13:02:18,18.4399,100
V005,V005_101,2020/12/15,000001.SZSE,13:02:33,18.43,300
V005,V005_102,2020/12/15,000001.SZSE,13:02:42,18.4399,100
V005,V005_103,2020/12/15,000001.SZSE,13:03:39,18.4899,2200
V005,V005_104,2020/12/15,000001.SZSE,13:05:39,18.5,3100
V005,V005_105,2020/12/15,000001.SZSE,13:06:42,18.52,900
V005,V005_106,2020/12/15,000001.SZSE,13:07:27,18.5099,2500
V005,V005_107,2020/12/15,000001.SZSE,13:09:21,18.46,3300
V005,V005_108,2020/12/15,000001.SZSE,13:09:27,18.46,300
V005,V005_109,2020/12/15,000001.SZSE,13:11:18,18.5299,51600
V005,V005_110,2020/12/15,000001.SZSE,13:12:12,18.56,100
V005,V005_111,2020/12/15,000001.SZSE,13:13:45,18.55,5000
V005,V005_112,2020/12/15,000001.SZSE,13:14:42,18.59,2300
V005,V005_113,2020/12/15,000001.SZSE,13:15:09,18.59,1500
V005,V005_114,2020/12/15,000001.SZSE,13:16:18,18.5799,4000
V005,V005_115,2020/12/15,000001.SZSE,13:17:57,18.55,1100
V005,V005_116,2020/12/15,000001.SZSE,13:19:30,18.57,3300
V005,V005_117,2020/12/15,000001.SZSE,13:19:36,18.56,2300
V005,V005_118,2020/12/15,000001.SZSE,13:20:12,18.57,800
V005,V005_119,2020/12/15,000001.SZSE,13:21:33,18.5799,7600
V005,V005_120,2020/12/15,000001.SZSE,13:23:45,18.61,18100
V005,V005_121,2020/12/15,000001.SZSE,13:24:30,18.59,800
V005,V005_122,2020/12/15,000001.SZSE,13:27:57,18.5999,1000
V005,V005_123,2020/12/15,000001.SZSE,13:28:48,18.59,1600
V005,V005_124,2020/12/15,000001.SZSE,13:29:09,18.61,68200
V005,V005_125,2020/12/15,000001.SZSE,13:30:39,18.66,2200
V005,V005_126,2020/12/15,000001.SZSE,13:31:42,18.66,1800
V005,V005_127,2020/12/15,000001.SZSE,13:32:42,18.66,9000
V005,V005_128,2020/12/15,000001.SZSE,13:34:21,18.6699,11100
V005,V005_129,2020/12/15,000001.SZSE,13:36:21,18.72,6700
V005,V005_130,2020/12/15,000001.SZSE,13:36:27,18.7,12700
V005,V005_131,2020/12/15,000001.SZSE,13:38:24,18.71,1100
V005,V005_132,2020/12/15,000001.SZSE,13:38:36,18.72,18500
V005,V005_133,2020/12/15,000001.SZSE,13:38:57,18.72,2800
V005,V005_134,2020/12/15,000001.SZSE,13:39:42,18.72,200
V005,V005_135,2020/12/15,000001.SZSE,13:39:54,18.73,1800
V005,V005_136,2020/12/15,000001.SZSE,13:42:24,18.7,400
V005,V005_137,2020/12/15,000001.SZSE,13:44:00,18.6199,600
V005,V005_138,2020/12/15,000001.SZSE,13:44:48,18.6199,100
V005,V005_139,2020/12/15,000001.SZSE,13:47:24,18.6899,2800
V005,V005_140,2020/12/15,000001.SZSE,13:47:36,18.7,4000
V005,V005_141,2020/12/15,000001.SZSE,13:48:03,18.72,6900
V005,V005_142,2020/12/15,000001.SZSE,13:51:03,18.68,100
V005,V005_143,2020/12/15,000001.SZSE,13:53:45,18.6899,100
V005,V005_144,2020/12/15,000001.SZSE,13:54:03,18.68,3500
V005,V005_145,2020/12/15,000001.SZSE,13:55:30,18.72,300
V005,V005_146,2020/12/15,000001.SZSE,13:55:54,18.71,17200
V005,V005_147,2020/12/15,000001.SZSE,13:56:24,18.66,1700
V005,V005_148,2020/12/15,000001.SZSE,13:57:06,18.6699,6700
V005,V005_149,2020/12/15,000001.SZSE,13:59:27,18.68,7200
V005,V005_150,2020/12/15,000001.SZSE,14:00:09,18.6899,15800
V005,V005_151,2020/12/15,000001.SZSE,14:00:39,18.65,400
V005,V005_152,2020/12/15,000001.SZSE,14:01:33,18.6199,5000
V005,V005_153,2020/12/15,000001.SZSE,14:05:39,18.64,4900
V005,V005_154,2020/12/15,000001.SZSE,14:05:45,18.63,4600
V005,V005_155,2020/12/15,000001.SZSE,14:10:18,18.75,17700
V005,V005_156,2020/12/15,000001.SZSE,14:11:36,18.73,5100
V005,V005_157,2020/12/15,000001.SZSE,14:12:36,18.7399,100
V005,V005_158,2020/12/15,000001.SZSE,14:15:18,18.77,4000
V005,V005_159,2020/12/15,000001.SZSE,14:20:21,18.8,8300
V005,V005_160,2020/12/15,000001.SZSE,14:22:54,18.7,313900
V005,V005_161,2020/12/15,000001.SZSE,14:22:57,18.6899,6600
V005,V005_162,2020/12/15,000001.SZSE,14:25:57,18.72,400
V005,V005_163,2020/12/15,000001.SZSE,14:28:12,18.72,4600
V005,V005_164,2020/12/15,000001.SZSE,14:30:42,18.7399,600
V005,V005_165,2020/12/15,000001.SZSE,14:31:24,18.72,22200
V005,V005_166,2020/12/15,000001.SZSE,14:32:03,18.72,2000
V005,V005_167,2020/12/15,000001.SZSE,14:33:30,18.8,8700
V005,V005_168,2020/12/15,000001.SZSE,14:33:48,18.7799,4600
V005,V005_169,2020/12/15,000001.SZSE,14:34:45,18.8,12100
V005,V005_170,2020/12/15,000001.SZSE,14:35:48,18.79,12900
V005,V005_171,2020/12/15,000001.SZSE,14:35:54,18.8,9000
V005,V005_172,2020/12/15,000001.SZSE,14:36:00,18.8,900
V005,V005_173,2020/12/15,000001.SZSE,14:37:15,18.7799,2800
V005,V005_174,2020/12/15,000001.SZSE,14:38:15,18.7799,2400
V005,V005_175,2020/12/15,000001.SZSE,14:41:15,18.7599,1300
V005,V005_176,2020/12/15,000001.SZSE,14:42:09,18.77,3600
V005,V005_177,2020/12/15,000001.SZSE,14:43:33,18.77,5400
V005,V005_178,2020/12/15,000001.SZSE,14:43:57,18.7599,2200
V005,V005_179,2020/12/15,000001.SZSE,14:44:42,18.7599,6900
V005,V005_180,2020/12/15,000001.SZSE,14:46:18,18.77,600
V005,V005_181,2020/12/15,000001.SZSE,14:47:45,18.77,2000
V005,V005_182,2020/12/15,000001.SZSE,14:48:48,18.73,700
V005,V005_183,2020/12/15,000001.SZSE,14:49:03,18.72,3500
V005,V005_184,2020/12/15,000001.SZSE,14:49:24,18.72,2100
V005,V005_185,2020/12/15,000001.SZSE,14:52:39,18.72,4100
V005,V005_186,2020/12/15,000001.SZSE,14:53:42,18.73,400
V005,V005_187,2020/12/15,000001.SZSE,14:54:39,18.7399,1000
V005,V005_188,2020/12/15,000001.SZSE,14:54:45,18.72,300
V005,V005_189,2020/12/15,000001.SZSE,14:56:18,18.73,4400
V005,V005_190,2020/12/15,000001.SZSE,15:00:00,18.7399,53700
